instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,season_name,weather_condition,casual_pct,registered_pct
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,2011,10,20,Thursday,Winter,Clear/Partly Cloudy,11.227651966626937,88.77234803337306
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,2011,10,21,Friday,Winter,Clear/Partly Cloudy,15.706319702602231,84.29368029739777
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,2011,10,22,Saturday,Winter,Clear/Partly Cloudy,34.79572887650882,65.20427112349118
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,2011,10,23,Sunday,Winter,Clear/Partly Cloudy,36.955033097466334,63.04496690253367
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,2011,10,24,Monday,Winter,Clear/Partly Cloudy,16.69453069023167,83.30546930976833
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,2011,10,25,Tuesday,Winter,Clear/Partly Cloudy,14.828248346490291,85.1717516535097
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,2011,10,26,Wednesday,Winter,Mist/Cloudy,10.374935798664612,89.62506420133539
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,2011,10,27,Thursday,Winter,Mist/Cloudy,9.025949605114706,90.9740503948853
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,2011,10,28,Friday,Winter,Mist/Cloudy,12.169735788630904,87.8302642113691
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,2011,10,29,Saturday,Winter,Light Precipitation,9.090909090909092,90.9090909090909
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,2011,10,30,Sunday,Winter,Clear/Partly Cloudy,26.568598018613027,73.43140198138697
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,2011,10,31,Monday,Winter,Clear/Partly Cloudy,9.866448623603162,90.13355137639684
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,2011,11,1,Tuesday,Winter,Clear/Partly Cloudy,10.07866273352999,89.92133726647002
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,2011,11,2,Wednesday,Winter,Clear/Partly Cloudy,8.838987099856666,91.16101290014333
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,2011,11,3,Thursday,Winter,Clear/Partly Cloudy,8.002013085052843,91.99798691494716
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,2011,11,4,Friday,Winter,Mist/Cloudy,11.61641127039051,88.38358872960949
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,2011,11,5,Saturday,Winter,Clear/Partly Cloudy,29.44472745797249,70.55527254202751
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,2011,11,6,Sunday,Winter,Clear/Partly Cloudy,26.089339545080843,73.91066045491915
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,2011,11,7,Monday,Winter,Clear/Partly Cloudy,9.244114002478316,90.75588599752169
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,2011,11,8,Tuesday,Winter,Clear/Partly Cloudy,8.941736028537456,91.05826397146255
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,2011,11,9,Wednesday,Winter,Clear/Partly Cloudy,7.422730591384766,92.57726940861524
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,2011,11,10,Thursday,Winter,Mist/Cloudy,6.4780088646437095,93.52199113535629
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,2011,11,11,Friday,Winter,Clear/Partly Cloudy,13.064133016627078,86.93586698337292
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,2011,11,12,Saturday,Winter,Clear/Partly Cloudy,31.349889353331694,68.65011064666831
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,2011,11,13,Sunday,Winter,Clear/Partly Cloudy,27.011030400860907,72.98896959913908
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,2011,11,14,Monday,Winter,Clear/Partly Cloudy,13.26348640213999,86.73651359786001
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,2011,11,15,Tuesday,Winter,Mist/Cloudy,10.70321811680572,89.29678188319427
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,2011,11,16,Wednesday,Winter,Light Precipitation,7.98018712162906,92.01981287837094
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,2011,11,17,Thursday,Winter,Mist/Cloudy,4.552898788077301,95.4471012119227
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,2011,11,18,Friday,Winter,Clear/Partly Cloudy,7.222877358490567,92.77712264150944
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,2011,11,19,Saturday,Winter,Clear/Partly Cloudy,25.743925743925743,74.25607425607426
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,2011,11,20,Sunday,Winter,Mist/Cloudy,22.357954545454543,77.64204545454545
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,2011,11,21,Monday,Winter,Light Precipitation,7.956600361663653,92.04339963833634
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,2011,11,22,Tuesday,Winter,Light Precipitation,4.293714996888612,95.70628500311139
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,2011,11,23,Wednesday,Winter,Mist/Cloudy,4.364770070148091,95.6352299298519
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,2011,11,24,Thursday,Winter,Clear/Partly Cloudy,37.45819397993311,62.54180602006689
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,2011,11,25,Friday,Winter,Clear/Partly Cloudy,39.21919770773639,60.780802292263616
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,2011,11,26,Saturday,Winter,Clear/Partly Cloudy,40.710560625814864,59.289439374185136
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,2011,11,27,Sunday,Winter,Clear/Partly Cloudy,26.37577336372517,73.62422663627483
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,2011,11,28,Monday,Winter,Clear/Partly Cloudy,6.542539436255495,93.4574605637445
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,2011,11,29,Tuesday,Winter,Mist/Cloudy,3.2944406314344548,96.70555936856555
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,2011,11,30,Wednesday,Winter,Clear/Partly Cloudy,5.203432050927207,94.7965679490728
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,2011,12,1,Thursday,Winter,Clear/Partly Cloudy,4.883284142742152,95.11671585725784
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,2011,12,2,Friday,Winter,Clear/Partly Cloudy,6.802030456852792,93.19796954314721
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,2011,12,3,Saturday,Winter,Clear/Partly Cloudy,19.53514111787493,80.46485888212507
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,2011,12,4,Sunday,Winter,Clear/Partly Cloudy,18.1922525107604,81.8077474892396
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,2011,12,5,Monday,Winter,Mist/Cloudy,6.113880871162425,93.88611912883758
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,2011,12,6,Tuesday,Winter,Light Precipitation,4.857363145720894,95.1426368542791
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,2011,12,7,Wednesday,Winter,Light Precipitation,7.092198581560284,92.90780141843972
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,2011,12,8,Thursday,Winter,Clear/Partly Cloudy,4.515352197471403,95.4846478025286
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,2011,12,9,Friday,Winter,Clear/Partly Cloudy,7.209944751381216,92.79005524861878
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,2011,12,10,Saturday,Winter,Clear/Partly Cloudy,15.73667711598746,84.26332288401254
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,2011,12,11,Sunday,Winter,Clear/Partly Cloudy,13.744075829383887,86.25592417061611
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,2011,12,12,Monday,Winter,Clear/Partly Cloudy,4.3202416918429,95.6797583081571
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,2011,12,13,Tuesday,Winter,Clear/Partly Cloudy,4.399659381209196,95.6003406187908
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,2011,12,14,Wednesday,Winter,Mist/Cloudy,4.759358288770053,95.24064171122994
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,2011,12,15,Thursday,Winter,Mist/Cloudy,4.880021569156106,95.11997843084389
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,2011,12,16,Friday,Winter,Mist/Cloudy,4.976237070170534,95.02376292982947
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,2011,12,17,Saturday,Winter,Mist/Cloudy,10.040160642570282,89.95983935742971
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,2011,12,18,Sunday,Winter,Clear/Partly Cloudy,9.049773755656108,90.9502262443439
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,2011,12,19,Monday,Winter,Clear/Partly Cloudy,7.640317367029093,92.3596826329709
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,2011,12,20,Tuesday,Winter,Mist/Cloudy,5.76,94.24
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,2011,12,21,Wednesday,Spring,Mist/Cloudy,4.022556390977443,95.97744360902256
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,2011,12,22,Thursday,Spring,Mist/Cloudy,7.398956975228161,92.60104302477184
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,2011,12,23,Friday,Spring,Clear/Partly Cloudy,7.378904481665913,92.62109551833409
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,2011,12,24,Saturday,Spring,Clear/Partly Cloudy,15.33135509396637,84.66864490603363
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,2011,12,25,Sunday,Spring,Clear/Partly Cloudy,40.185676392572944,59.814323607427056
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,2011,12,26,Monday,Spring,Clear/Partly Cloudy,32.64996203492787,67.35003796507213
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,2011,12,27,Tuesday,Spring,Mist/Cloudy,8.864027538726333,91.13597246127367
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,2011,12,28,Wednesday,Spring,Clear/Partly Cloudy,11.07732406602954,88.92267593397047
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,2011,12,29,Thursday,Spring,Clear/Partly Cloudy,10.482872472141972,89.51712752785804
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,2011,12,30,Friday,Spring,Clear/Partly Cloudy,16.372124041347117,83.62787595865288
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,2011,12,31,Saturday,Spring,Clear/Partly Cloudy,26.76056338028169,73.23943661971832
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,2012,1,1,Sunday,Spring,Clear/Partly Cloudy,29.90409764603313,70.09590235396686
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,2012,1,2,Monday,Spring,Clear/Partly Cloudy,12.506406970784214,87.49359302921579
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,2012,1,3,Tuesday,Spring,Clear/Partly Cloudy,3.9803220035778173,96.01967799642217
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,2012,1,4,Wednesday,Spring,Mist/Cloudy,4.011824324324325,95.98817567567568
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,2012,1,5,Thursday,Spring,Clear/Partly Cloudy,4.278728606356968,95.72127139364304
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,2012,1,6,Friday,Spring,Clear/Partly Cloudy,7.491459248413861,92.50854075158614
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,2012,1,7,Saturday,Spring,Clear/Partly Cloudy,23.667330236673305,76.3326697633267
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,2012,1,8,Sunday,Spring,Clear/Partly Cloudy,17.489051094890513,82.51094890510949
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,2012,1,9,Monday,Spring,Mist/Cloudy,4.461279461279461,95.53872053872054
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,2012,1,10,Tuesday,Spring,Clear/Partly Cloudy,4.808226792662591,95.1917732073374
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,2012,1,11,Wednesday,Spring,Mist/Cloudy,4.225999081304548,95.77400091869546
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,2012,1,12,Thursday,Spring,Mist/Cloudy,6.565779838906518,93.43422016109348
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,2012,1,13,Friday,Spring,Clear/Partly Cloudy,5.413814561294338,94.58618543870566
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,2012,1,14,Saturday,Spring,Clear/Partly Cloudy,13.357400722021662,86.64259927797833
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,2012,1,15,Sunday,Spring,Clear/Partly Cloudy,12.289052358286456,87.71094764171355
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,2012,1,16,Monday,Spring,Clear/Partly Cloudy,9.442993907745866,90.55700609225413
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,2012,1,17,Tuesday,Spring,Mist/Cloudy,4.327086882453152,95.67291311754686
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,2012,1,18,Wednesday,Spring,Clear/Partly Cloudy,3.2286729857819907,96.77132701421802
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,2012,1,19,Thursday,Spring,Clear/Partly Cloudy,3.948967193195626,96.05103280680437
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,2012,1,20,Friday,Spring,Mist/Cloudy,3.635788808093582,96.3642111919064
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,2012,1,21,Saturday,Spring,Mist/Cloudy,5.14988470407379,94.8501152959262
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,2012,1,22,Sunday,Spring,Mist/Cloudy,9.914011127971674,90.08598887202832
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,2012,1,23,Monday,Spring,Mist/Cloudy,5.962171052631579,94.03782894736842
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,2012,1,24,Tuesday,Spring,Clear/Partly Cloudy,10.117538603364832,89.88246139663516
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,2012,1,25,Wednesday,Spring,Clear/Partly Cloudy,10.936768149882905,89.06323185011709
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,2012,1,26,Thursday,Spring,Mist/Cloudy,5.987730061349693,94.0122699386503
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,2012,1,27,Friday,Spring,Mist/Cloudy,7.783564814814816,92.21643518518519
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,2012,1,28,Saturday,Spring,Clear/Partly Cloudy,19.26423067362665,80.73576932637336
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,2012,1,29,Sunday,Spring,Clear/Partly Cloudy,17.206290471785383,82.79370952821462
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,2012,1,30,Monday,Spring,Clear/Partly Cloudy,3.47682119205298,96.52317880794702
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,2012,1,31,Tuesday,Spring,Clear/Partly Cloudy,7.18562874251497,92.81437125748504
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,2012,2,1,Wednesday,Spring,Clear/Partly Cloudy,6.639004149377594,93.3609958506224
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,2012,2,2,Thursday,Spring,Mist/Cloudy,5.051847912789151,94.94815208721084
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,2012,2,3,Friday,Spring,Clear/Partly Cloudy,7.468079980727535,92.53192001927246
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,2012,2,4,Saturday,Spring,Mist/Cloudy,13.559322033898304,86.4406779661017
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,2012,2,5,Sunday,Spring,Mist/Cloudy,10.790634543603666,89.20936545639634
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,2012,2,6,Monday,Spring,Clear/Partly Cloudy,5.443974630021142,94.55602536997885
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,2012,2,7,Tuesday,Spring,Clear/Partly Cloudy,4.548571428571429,95.45142857142858
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,2012,2,8,Wednesday,Spring,Mist/Cloudy,3.890078515346181,96.10992148465381
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,2012,2,9,Thursday,Spring,Clear/Partly Cloudy,4.255874673629243,95.74412532637075
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,2012,2,10,Friday,Spring,Mist/Cloudy,5.925345862699034,94.07465413730097
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,2012,2,11,Saturday,Spring,Light Precipitation,8.852005532503458,91.14799446749655
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,2012,2,12,Sunday,Spring,Clear/Partly Cloudy,4.774362328319163,95.22563767168084
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,2012,2,13,Monday,Spring,Clear/Partly Cloudy,2.7469316189362947,97.2530683810637
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,2012,2,14,Tuesday,Spring,Mist/Cloudy,3.442121366649668,96.55787863335034
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,2012,2,15,Wednesday,Spring,Clear/Partly Cloudy,3.382106020628448,96.61789397937154
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,2012,2,16,Thursday,Spring,Mist/Cloudy,2.4625623960066556,97.53743760399335
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,2012,2,17,Friday,Spring,Clear/Partly Cloudy,8.401540683678382,91.59845931632162
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,2012,2,18,Saturday,Spring,Clear/Partly Cloudy,33.23297823066234,66.76702176933766
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,2012,2,19,Sunday,Spring,Mist/Cloudy,22.98252138341391,77.01747861658609
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,2012,2,20,Monday,Spring,Clear/Partly Cloudy,16.043464365612017,83.95653563438799
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,2012,2,21,Tuesday,Spring,Clear/Partly Cloudy,4.315594387079693,95.68440561292032
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,2012,2,22,Wednesday,Spring,Clear/Partly Cloudy,8.254766394301278,91.74523360569871
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,2012,2,23,Thursday,Spring,Clear/Partly Cloudy,10.193599367838798,89.8064006321612
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,2012,2,24,Friday,Spring,Mist/Cloudy,7.054774878118726,92.94522512188126
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,2012,2,25,Saturday,Spring,Clear/Partly Cloudy,11.603221083455344,88.39677891654466
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,2012,2,26,Sunday,Spring,Clear/Partly Cloudy,15.19622307465329,84.80377692534671
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,2012,2,27,Monday,Spring,Clear/Partly Cloudy,5.853771402128644,94.14622859787136
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,2012,2,28,Tuesday,Spring,Clear/Partly Cloudy,5.24868209947284,94.75131790052717
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,2012,2,29,Wednesday,Spring,Mist/Cloudy,3.544165757906216,96.45583424209379
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,2012,3,1,Thursday,Spring,Clear/Partly Cloudy,6.513026052104208,93.48697394789579
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,2012,3,2,Friday,Spring,Mist/Cloudy,7.701941139636818,92.29805886036318
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,2012,3,3,Saturday,Spring,Mist/Cloudy,23.512051155927203,76.48794884407279
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,2012,3,4,Sunday,Spring,Clear/Partly Cloudy,20.74203914694712,79.25796085305288
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,2012,3,5,Monday,Spring,Clear/Partly Cloudy,6.0906090609060906,93.90939093909391
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,2012,3,6,Tuesday,Spring,Clear/Partly Cloudy,5.5864509605662285,94.41354903943378
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,2012,3,7,Wednesday,Spring,Clear/Partly Cloudy,8.787632221318145,91.21236777868185
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,2012,3,8,Thursday,Spring,Clear/Partly Cloudy,9.03010033444816,90.96989966555184
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,2012,3,9,Friday,Spring,Mist/Cloudy,9.783322390019698,90.2166776099803
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,2012,3,10,Saturday,Spring,Clear/Partly Cloudy,23.506556580864498,76.4934434191355
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,2012,3,11,Sunday,Spring,Clear/Partly Cloudy,33.760944817756055,66.23905518224394
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,2012,3,12,Monday,Spring,Clear/Partly Cloudy,15.81728954322386,84.18271045677615
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,2012,3,13,Tuesday,Spring,Clear/Partly Cloudy,13.032324268855824,86.96767573114418
